DOI	PubMed_ID	Scopus_ID	Web_of_Science_ID	URL	Database	Document_Type_Final	Document_Type_Scopus	Document_Type_Web_of_Science	Document_Type_Other	Reference_Detail	CORE	Authors	Title 	Year	Publication_Date 	Early_Access_Date	Source_Title 	ISSN	ISBN	Volume	Issue	Page_Start	Page_End	Supplemental_Issue	Special_Issue	Meeting_Abstract	Notes	Reference_Type	Document_Citation	CARDIA_Document_Cited	Level_of_Influence	Scopus	WOS	PubMed	Embase	ASC	CINAHL	CHC	APA_PI	CK	Uptodate	NU	PQC	WC	AHRQ	PPH	CDC	HP2020	Healthgov	MedlinePlus	NAP	OA	Dataverse	Dryad	Figshare	Mendeley_Data	OSF	Vivili	Zenodo	DigitalHub
10.2337/dc15-0509	26628420	2-s2.0-84962068651	WOS:000368516200022			Article	Article	Article		MS	CORE	"Lacy, ME; Wellenius, GA; Carnethon, MR; Loucks, EB; Carson, AP; Luo, X; Kiefe, CI; Gjelsvik, A; Gunderson, EP; Eaton, CB; Wu, WC"	Racial Differences in the Performance of Existing Risk Prediction Models for Incident Type 2 Diabetes: The CARDIA Study	2016	FEB		DIABETES CARE	0149-5992		39	2	285	291					CINAHL Journal Article				1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1053/j.ajkd.2015.06.024	26253992	2-s2.0-84938631329	WOS:000368418800014			Article	Article	Article		MS	CORE	"Bansal, N; Lin, F; Vittinghoff, E; Peralta, C; Lima, J; Kramer, H; Shlipak, M; Bibbins-Domingo, K"	Estimated GFR and Subsequent Higher Left Ventricular Mass in Young and Middle-Aged Adults With Normal Kidney Function: The Coronary Artery Risk Development in Young Adults (CARDIA) Study	2016	FEB		AMERICAN JOURNAL OF KIDNEY DISEASES	0272-6386		67	2	227	234					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1016/j.jacc.2015.10.055	26791067	2-s2.0-84959268882	WOS:000368114400011			Article	Article	Article		MS	CORE	"Wilkins, JT; Li, RC; Sniderman, A; Chan, C; Lloyd-Jones, DM"	Discordance Between Apolipoprotein B and LDL-Cholesterol in Young Adults Predicts Coronary Artery Calcification The CARDIA Study	2016	19-Jan		JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY	0735-1097		67	2	193	201					CINAHL Journal Article				1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1161/CIRCULATIOHA.115.018042	27028434	2-s2.0-84956640492	WOS:000367922700006			Article	Article	Article		MS	CORE	"Gidding, SS; Rana, JS; Prendergast, C; McGill, H; Carr, JJ; Liu, K; Colangelo, LA; Loria, CM; Lima, J; Terry, JG; Reis, JP; McMahan, CA"	Pathobiological Determinants of Atherosclerosis in Youth (PDAY) Risk Score in Young Adults Predicts Coronary Artery and Abdominal Aorta Calcium in Middle Age The CARDIA Study	2016	12-Jan		CIRCULATION	0009-7322		133	2	139	146					CINAHL Journal Article				1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1001/jamapsychiatry.2015.2468	26629780	2-s2.0-84954116894	WOS:000367820000012			Article	Article	Article		MS	CORE	"Hoang, TD; Reis, J; Zhu, N; Jacobs, DR; Launer, LJ; Whitmer, RA; Sidney, S; Yaffe, K"	Effect of Early Adult Patterns of Physical Activity and Television Viewing on Midlife Cognitive Function	2016	JAN		JAMA PSYCHIATRY	2168-622X		73	1	73	79					CINAHL Journal Article				1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1016/j.echo.2015.07.026	26341123	2-s2.0-84949627853	WOS:000367677700012			Article	Article	Article		MS	CORE	"Desai, CS; Ning, HY; Liu, K; Reis, JP; Gidding, SS; Armstrong, A; Lima, JAC; Lloyd-Jones, DM"	Cardiovascular Health in Young Adulthood and Association with Left Ventricular Structure and Function Later in Life: The Coronary Artery Risk Development in Young Adults Study	2015	DEC		JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY	0894-7317		28	12	1452	1461					CINAHL Journal Article				1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1001/jamainternmed.2015.6309	26618471	2-s2.0-84954504557	WOS:000367549100021			Article	Article	Article		MS	CORE	"Shah, RV; Murthy, VL; Colangelo, LA; Reis, J; Venkatesh, BA; Sharma, R; Abbasi, SA; Goff, DC; Carr, JJ; Rana, JS; Terry, JG; Bouchard, C; Sarzynski, MA; Eisman, A; Neilan, T; Das, S; Jerosch-Herold, M; Lewis, CE; Carnethon, M; Lewis, GD; Lima, JAC"	Association of Fitness in Young Adulthood With Survival and Cardiovascular Risk The Coronary Artery Risk Development in Young Adults (CARDIA) Study	2016	JAN		JAMA INTERNAL MEDICINE	2168-6106		176	1	87	95					CINAHL Journal Article				1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0144920	26683190	2-s2.0-84956959353	WOS:000366725800024			Article	Article	Article		MS	CORE	"Buijsse, B; Jacobs, DR; Steffen, LM; Kromhout, D; Gross, MD"	"Plasma Ascorbic Acid, A Priori Diet Quality Score, and Incident Hypertension: A Prospective Cohort Study"	2015	18-Dec		PLOS ONE	1932-6203		10	12							ASC Journal Article				1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1093/aje/kwv162	26628512	2-s2.0-84950278037	WOS:000366629900003			Article	Article	Article		MS	CORE	"Appiah, D; Schreiner, PJ; Bower, JK; Sternfeld, B; Lewis, CE; Wellons, MF"	Is Surgical Menopause Associated With Future Levels of Cardiovascular Risk Factor Independent of Antecedent Levels?	2015	15-Dec		AMERICAN JOURNAL OF EPIDEMIOLOGY	0002-9262		182	12	991	999					CINAHL Journal Article				1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1161/JAHA.115.002048	26514160	2-s2.0-84991517554	WOS:000366615600004			Article	Article	Article		MS	CORE	"Gooding, HC; Shay, CM; Ning, HY; Gillman, MW; Chiuve, SE; Reis, JP; Allen, NB; Lloyd-Jones, DM"	Optimal Lifestyle Components in Young Adulthood Are Associated With Maintaining the Ideal Cardiovascular Health Profile Into Middle Age	2015	NOV		JOURNAL OF THE AMERICAN HEART ASSOCIATION	2047-9980		4	11							CINAHL Journal Article				1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1016/j.healthplace.2015.09.003	26454248	2-s2.0-84943519524	WOS:000366000700009			Article	Article	Article		MS	CORE	"Richardson, AS; Meyer, KA; Howard, AG; Boone-Heinonen, J; Popkin, BM; Evenson, KR; Shikany, JM; Lewis, CE; Gordon-Larsen, P"	Multiple pathways from the neighborhood food environment to increased body mass index through dietary behaviors: A structural equation-based analysis in the CARDIA study	2015	NOV		HEALTH & PLACE	1353-8292		36		74	87					CINAHL Journal Article				1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
10.1016/j.jchf.2014.03.001	25194290	2-s2.0-84908075714	WOS:000365648500011			Article	Article	Article		MS	CORE	"Kishi, S; Armstrong, AC; Gidding, SS; Colangelo, LA; Venkatesh, BA; Jacobs, DR; Carr, JJ; Terry, JG; Liu, K; Goff, DC; Lima, JAC"	Association of Obesity in Early Adulthood and Middle Age With Incipient Left Ventricular Dysfunction and Structural Remodeling The CARDIA Study (Coronary Artery Risk Development in Young Adults)	2014	OCT		JACC-HEART FAILURE	2213-1779		2	5	500	508					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1161/CIRCULATIOHA.114.012562	26503880	2-s2.0-84948113778	WOS:000365574600009			Article	Article	Article		MS	CORE	"Miedema, MD; Petrone, A; Shikany, JM; Greenland, P; Lewis, CE; Pletcher, MJ; Gaziano, JM; Djousse, L"	Association of Fruit and Vegetable Consumption During Early Adulthood With the Prevalence of Coronary Artery Calcium After 20 Years of Follow-Up The Coronary Artery Risk Development in Young Adults (CARDIA) Study	2015	24-Nov		CIRCULATION	0009-7322		132	21	1990	1998					CINAHL Journal Article				1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1016/j.healthplace.2015.06.010	26319447	2-s2.0-84940051162	WOS:000365237600016			Article	Article	Article		MS	CORE	"Rummo, PE; Meyer, KA; Howard, AG; Shikany, JM; Guilkey, DK; Gordon-Larsen, P"	"Fast food price, diet behavior, and cardiometabolic health: Differential associations by neighborhood SES and neighborhood fast food restaurant availability in the CARDIA study"	2015	SEP		HEALTH & PLACE	1353-8292		35		128	135					CINAHL Journal Article				1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1007/s00125-015-3740-3	26364621	2-s2.0-84946490052	WOS:000364221200007			Article	Article	Article		MS	CORE	"Bancks, MP; Pletcher, MJ; Kertesz, SG; Sidney, S; Rana, JS; Schreiner, PJ"	Marijuana use and risk of prediabetes and diabetes by middle adulthood: the Coronary Artery Risk Development in Young Adults (CARDIA) study	2015	DEC		DIABETOLOGIA	0012-186X		58	12	2736	2744					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/jourl.pone.0141217	26501350	2-s2.0-84949309376	WOS:000363799900029			Article	Article	Article		MS	CORE	"Pu, J; Chewning, BA; Johnson, HM; Vanness, DJ; Young, HN; Kreling, DH"	Health Behavior Change after Blood Pressure Feedback	2015	26-Oct		PLOS ONE	1932-6203		10	10							ASC Journal Article				1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1038/srep15606	26489690	2-s2.0-84944930362	WOS:000363141000001			Article	Article	Article		MS	CORE	"Bai, JL; Xun, PC; Morris, S; Jacobs, DR; Liu, K; He, K"	Chromium exposure and incidence of metabolic syndrome among American young adults over a 23-year follow-up: the CARDIA Trace Element Study	2015	22-Oct		SCIENTIFIC REPORTS	2045-2322		5								Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1016/j.amepre.2015.04.022	26165197	2-s2.0-84945441700	WOS:000362998600010			Article	Article	Article		MS	CORE	"Sarzynski, MA; Schuna, JM; Carnethon, MR; Jacobs, DR; Lewis, CE; Quesenberry, CP; Sidney, S; Schreiner, PJ; Sternfeld, B"	Association of Fitness With Incident Dyslipidemias Over 25 Years in the Coronary Artery Risk Development in Young Adults Study	2015	NOV		AMERICAN JOURNAL OF PREVENTIVE MEDICINE	0749-3797		49	5	745	752					CINAHL Journal Article				1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1249/MSS.0000000000000662	25785930	2-s2.0-84944345881	WOS:000362940900013			Article	Article	Article		MS	CORE	"White, DK; Gabriel, KP; Kim, Y; Lewis, CE; Sternfeld, B"	Do Short Spurts of Physical Activity Benefit Cardiovascular Health? The CARDIA Study	2015	NOV		MEDICINE AND SCIENCE IN SPORTS AND EXERCISE	0195-9131		47	11	2353	2358					CINAHL Journal Article				1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1093/ajh/hpv028	25783740	2-s2.0-84943626045	WOS:000362839900007			Article	Article	Article		MS	CORE	"Yano, Y; Ning, HY; Muntner, P; Reis, JP; Calhoun, DA; Viera, AJ; Levine, DA; Jacobs, DR; Shimbo, D; Liu, K; Greenland, P; Lloyd-Jones, D"	Nocturnal Blood Pressure in Young Adults and Cognitive Function in Midlife: The Coronary Artery Risk Development in Young Adults (CARDIA) Study	2015	OCT		AMERICAN JOURNAL OF HYPERTENSION	0895-7061		28	10	1240	1247					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1016/j.jpeds.2015.04.032	25962931	2-s2.0-84937737070	WOS:000362455300029			Article	Article	Article		MS	CORE	"Dreyfus, J; Jacobs, DR; Mueller, N; Schreiner, PJ; Moran, A; Carnethon, MR; Demerath, EW"	Age at Menarche and Cardiometabolic Risk in Adulthood: The Coronary Artery Risk Development in Young Adults Study	2015	AUG		JOURNAL OF PEDIATRICS	0022-3476		167	2	344	+					CINAHL Journal Article				1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.2337/dc15-0226	26156528	2-s2.0-84962382703	WOS:000361840500018			Article	Article	Article		MS	CORE	"Gibbs, BB; Gabriel, KP; Reis, JP; Jakicic, JM; Carnethon, MR; Sternfeld, B"	Cross-sectional and Longitudinal Associations Between Objectively Measured Sedentary Time and Metabolic Disease: The Coronary Artery Risk Development in Young Adults (CARDIA) Study	2015	OCT		DIABETES CARE	0149-5992		38	10	1835	1843					CINAHL Journal Article				1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/jourl.pone.0138067	26381512	2-s2.0-84946593031	WOS:000361790200054			Article	Article	Article		MS	CORE	"Wang, HF; Jacobs, DR; Gaffo, AL; Gross, MD; Goff, DC; Carr, JJ"	Serum Urate and Incident Cardiovascular Disease: The Coronary Artery Risk Development in Young Adults (CARDIA) Study	2015	18-Sep		PLOS ONE	1932-6203		10	9							ASC Journal Article				1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1002/hep.27869	25914296	2-s2.0-84939650750	WOS:000360375100015			Article	Article	Article		MS	CORE	"VanWagner, LB; Wilcox, JE; Colangelo, LA; Lloyd-Jones, DM; Carr, JJ; Lima, JA; Lewis, CE; Rinella, ME; Shah, SJ"	Association of nonalcoholic fatty liver disease with subclinical myocardial remodeling and dysfunction: A population-based study	2015	SEP		HEPATOLOGY	0270-9139		62	3	773	783				Journal is indexed in scopus and some abstracts but not this abstract. 	Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1161/STROKEAHA.115.008994	26106116	2-s2.0-84964697869	WOS:000359972200041			Article	Article	Article		MS	CORE	"Al Hazzouri, AZ; Vittinghoff, E; Sidney, S; Reis, JP; Jacobs, DR; Yaffe, K"	Intima-Media Thickness and Cognitive Function in Stroke-Free Middle-Aged Adults Findings From the Coronary Artery Risk Development in Young Adults Study	2015	AUG		STROKE	0039-2499		46	8	2190	2196					CINAHL Journal Article				1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.3945/ajcn.114.099184	26135344	2-s2.0-84938680783	WOS:000359037800021			Article	Article	Article		MS	CORE	"Kirkegaard, H; Nohr, EA; Rasmussen, KM; Stovring, H; Sorensen, TIA; Lewis, CE; Gunderson, EP"	Maternal prepregnancy waist circumference and BMI in relation to gestational weight gain and breastfeeding behavior: the CARDIA study	2015	AUG		AMERICAN JOURNAL OF CLINICAL NUTRITION	0002-9165		102	2	393	401					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1111/echo.12832	25382818	2-s2.0-84937390259	WOS:000358320500005			Article	Article	Article		MS	CORE	"Armstrong, AC; Ricketts, EP; Cox, C; Adler, P; Arynchyn, A; Liu, K; Stengel, E; Sidney, S; Lewis, CE; Schreiner, PJ; Shikany, JM; Keck, K; Merlo, J; Gidding, SS; Lima, JAC"	"Quality Control and Reproducibility in M-Mode, Two-Dimensional, and Speckle Tracking Echocardiography Acquisition and Analysis: The CARDIA Study, Year 25 Examination Experience"	2015	AUG		ECHOCARDIOGRAPHY-A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND ALLIED TECHNIQUES	0742-2822		32	8	1233	1240					CINAHL Journal Article				1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.2105/AJPH.2014.302435	25790410	2-s2.0-84926685564	WOS:000358295600017			Article	Article	Article		MS	CORE	"Rummo, PE; Meyer, KA; Boone-Heinonen, J; Jacobs, DR; Kiefe, CI; Lewis, CE; Steffen, LM; Gordon-Larsen, P"	Neighborhood Availability of Convenience Stores and Diet Quality: Findings From 20 Years of Follow-Up in the Coronary Artery Risk Development in Young Adults Study	2015	MAY		AMERICAN JOURNAL OF PUBLIC HEALTH	0090-0036		105	5	E65	E73					CINAHL Journal Article				1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1097/AOG.0000000000000919	26241429	2-s2.0-84937705236	WOS:000358284500008			Article	Article	Article		MS	CORE	"Gunderson, EP; Quesenberry, CP; Ning, X; Jacobs, DR; Gross, M; Goff, DC; Pletcher, MJ; Lewis, CE"	Lactation Duration and Midlife Atherosclerosis	2015	AUG		OBSTETRICS AND GYNECOLOGY	0029-7844		126	2	381	390					CINAHL Journal Article				1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1164/rccm.201501-0116OC	25876160	2-s2.0-84937239682	WOS:000357838800014			Article	Article	Article		MS	CORE	"Cuttica, MJ; Colangelo, LA; Shah, SJ; Lima, J; Kishi, S; Arynchyn, A; Jacob, DR; Thyagarajan, B; Liu, K; Lloyd-Jones, D; Kalhan, R"	Loss of Lung Health from Young Adulthood and Cardiac Phenotypes in Middle Age	2015	1-Jul		AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE	1073-449X		192	1	76	85					CINAHL Journal Article				1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1016/j.healthplace.2015.05.005	26093081	2-s2.0-84934994643	WOS:000357475600028			Article	Article	Article		MS	CORE	"Boone-Heinonen, J; Howard, AG; Meyer, K; Lewis, CE; Kiefe, CI; Laroche, HH; Gunderson, EP; Gordon-Larsen, P"	Marriage and parenthood in relation to obesogenic neighborhood trajectories: The CARDIA study	2015	JUL		HEALTH & PLACE	1353-8292		34		229	240					CINAHL Journal Article				1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1161/HYPERTENSIOHA.115.05156	25941347	2-s2.0-84942793559	WOS:000357080300007			Article	Article	Article		MS	CORE	"Teixido-Tura, G; Almeida, ALC; Choi, EY; Gjesdal, O; Jacobs, DR; Dietz, HC; Liu, K; Sidney, S; Lewis, CE; Garcia-Dorado, D; Evangelista, A; Gidding, S; Lima, JAC"	Determinants of Aortic Root Dilatation and Reference Values Among Young Adults Over a 20-Year Period Coronary Artery Risk Development in Young Adults Study	2015	JUL		HYPERTENSION	0194-911X		66	1	23	29					CINAHL Journal Article				1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1016/j.jacc.2015.04.042	26112189	2-s2.0-84937510218	WOS:000356775100001			Article	Article	Article		MS	CORE	"Kishi, S; Teixido-Tura, G; Ning, HY; Venkatesh, BA; Wu, CL; Almeida, A; Choi, EY; Gjesdal, O; Jacobs, DR; Schreiner, PJ; Gidding, SS; Liu, K; Lima, JAC"	Cumulative Blood Pressure in Early Adulthood and Cardiac Dysfunction in Middle Age The CARDIA Study	2015	30-Jun		JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY	0735-1097		65	25	2679	2687					CINAHL Journal Article				1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/jourl.pone.0122138	25812012	2-s2.0-84926379327	WOS:000356353700170			Article	Article	Article		AS	CORE	"Launer, LJ; Lewis, CE; Schreiner, PJ; Sidney, S; Battapady, H; Jacobs, DR; Lim, KO; D'Esposito, M; Zhang, Q; Reis, J; Davatzikos, C; Bryan, RN"	Vascular Factors and Multiple Measures of Early Brain Health: CARDIA Brain MRI Study	2015	26-Mar		PLOS ONE	1932-6203		10	3							ASC Journal Article				1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1016/j.neuroimage.2015.04.039	25917517	2-s2.0-84928888984	WOS:000355929800002			Article	Article	Article		MS	CORE	"Haight, TJ; Bryan, RN; Erus, G; Davatzikos, C; Jacobs, DR; D'Esposito, M; Lewis, CE; Launer, LJ"	"Vascular risk factors, cerebrovascular reactivity, and the default-mode brain network"	2015	15-Jul		NEUROIMAGE	1053-8119		115		7	16					ASC Journal Article				1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1212/WNL.0000000000001658	25957331	2-s2.0-84930742993	WOS:000355792200010			Article	Article	Article		MS	CORE	"Zhu, N; Jacobs, DR; Schreiner, PJ; Launer, LJ; Whitmer, RA; Sidney, S; Demerath, E; Thomas, W; Bouchard, C; He, K; Erus, G; Battapady, H; Bryan, RN"	Cardiorespiratory fitness and brain volume and white matter integrity The CARDIA Study	2015	9-Jun		NEUROLOGY	0028-3878		84	23	2347	2353					CINAHL Journal Article				1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1093/ajh/hpu193	25376639	2-s2.0-84929413618	WOS:000355623900011			Article	Article	Article		MS	CORE	"Muntner, P; Lewis, CE; Diaz, KM; Carson, AP; Kim, Y; Calhoun, D; Yano, Y; Viera, AJ; Shimbo, D"	Racial Differences in Abnormal Ambulatory Blood Pressure Monitoring Measures: Results From the Coronary Artery Risk Development in Young Adults (CARDIA) Study	2015	MAY		AMERICAN JOURNAL OF HYPERTENSION	0895-7061		28	5	640	648					Embase Journal Article				1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1002/oby.21087	26010328	2-s2.0-84929921052	WOS:000355150300026			Article	Article	Article		MS	CORE	"Fung, MDT; Canning, KL; Mirdamadi, P; Ardern, CI; Kuk, JL"	Lifestyle and weight predictors of a healthy overweight profile over a 20-year follow-up	2015	JUN		OBESITY	1930-7381		23	6	1320	1325					CINAHL Journal Article				1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1161/JAHA.114.001548	25911605	2-s2.0-84978753364	WOS:000354137300035			Article	Article	Article		MS	CORE	"Paynter, NP; Kiefe, CI; Lewis, CE; Loria, CM; Goff, DC; Lloyd-Jones, DM"	Accumulation of Metabolic Cardiovascular Risk Factors in Black and White Young Adults Over 20 Years	2015	APR		JOURNAL OF THE AMERICAN HEART ASSOCIATION	2047-9980		4	4							CINAHL Journal Article				1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1016/j.bbi.2015.02.023	25733101	2-s2.0-84928829594	WOS:000353751100035			Article	Article	Article		MS	CORE	"Cho, HJ; Seeman, TE; Kiefe, CI; Lauderdale, DS; Irwin, MR"	Sleep disturbance and longitudinal risk of inflammation: Moderating influences of social integration and social isolation in the Coronary Artery Risk Development in Young Adults (CARDIA) study	2015	MAY		BRAIN BEHAVIOR AND IMMUNITY	0889-1591		46		319	326					ASC Journal Article				1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1016/j.healthplace.2015.01.004	25723792	2-s2.0-84923233194	WOS:000353346600003			Article	Article	Article		MS	CORE	"Meyer, KA; Boone-Heinonen, J; Duffey, KJ; Rodriguez, DA; Kiefe, CI; Lewis, CE; Gordon-Larsen, P"	Combined measure of neighborhood food and physical activity environments and weight-related outcomes: The CARDIA study	2015	MAY		HEALTH & PLACE	1353-8292		33		9	18					CINAHL Journal Article				1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1249/MSS.0000000000000481	25160846	2-s2.0-84928111922	WOS:000353155400011			Article	Article	Article		MS	CORE	"Chow, L; Eberly, LE; Austin, E; Carnethon, M; Bouchard, C; Sternfeld, B; Zhu, N; Sidney, S; Schreiner, P"	Fitness Change Effects on Midlife Metabolic Outcomes	2015	MAY		MEDICINE AND SCIENCE IN SPORTS AND EXERCISE	0195-9131		47	5	967	973					CINAHL Journal Article				1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1016/j.envres.2014.11.001	25706918	2-s2.0-84923094973	WOS:000352331000058			Article	Article	Article		MS	CORE	"Suarez-Lopez, JR; Lee, DH; Porta, M; Steffes, MW; Jacobs, DR"	Persistent organic pollutants in young adults and changes in glucose related metabolism over a 23-year follow-up	2015	FEB		ENVIRONMENTAL RESEARCH	0013-9351		137		485	494					ASC Journal Article				1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1002/oby.21023	25755157	2-s2.0-84925872851	WOS:000351832400024			Article	Article	Article		MS	CORE	"Reis, JP; Allen, N; Gunderson, EP; Lee, JM; Lewis, CE; Loria, CM; Powell-Wiley, TM; Rana, JS; Sidney, S; Wei, G; Yano, Y; Liu, K"	Excess Body Mass Index- and Waist Circumference-Years and Incident Cardiovascular Disease: The CARDIA Study	2015	APR		OBESITY	1930-7381		23	4	879	885					CINAHL Journal Article				1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1161/JAHA.114.001264	25770024	2-s2.0-85016603691	WOS:000351520300024			Article	Article	Article		MS	CORE	"Kishi, S; Reis, JP; Venkatesh, BA; Gidding, SS; Armstrong, AC; Jacobs, DR; Sidney, S; Wu, CO; Cook, NL; Lewis, CE; Schreiner, PJ; Isogawa, A; Liu, K; Lima, JAC"	Race-Ethnic and Sex Differences in Left Ventricular Structure and Function: The Coronary Artery Risk Development in Young Adults (CARDIA) Study	2015	MAR		JOURNAL OF THE AMERICAN HEART ASSOCIATION	2047-9980		4	3							CINAHL Journal Article				1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1002/oby.20950	25521620	2-s2.0-84922753028	WOS:000349040400033			Article	Article	Article		MS	CORE	"Mueller, NT; Pereira, MA; Demerath, EW; Dreyfus, JG; MacLehose, RF; Carr, JJ; Terry, JG; Jacobs, DR"	"Earlier Menarche is Associated with Fatty Liver and Abdominal Ectopic Fat in Midlife, Independent of Young Adult BMI: The CARDIA Study"	2015	FEB		OBESITY	1930-7381		23	2	468	474					CINAHL Journal Article				1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
