DOI	PubMed_ID	Scopus_ID	Web_of_Science_ID	URL	Database	Document_Type_Final	Document_Type_Scopus	Document_Type_Web_of_Science	Document_Type_Other	Reference_Detail	CORE	Authors	Title 	Year	Publication_Date 	Early_Access_Date	Source_Title 	ISSN	ISBN	Volume	Issue	Page_Start	Page_End	Supplemental_Issue	Special_Issue	Meeting_Abstract	Notes	Reference_Type	Document_Citation	CARDIA_Document_Cited	Level_of_Influence	Scopus	WOS	PubMed	Embase	ASC	CINAHL	CHC	APA_PI	CK	Uptodate	NU	PQC	WC	AHRQ	PPH	CDC	HP2020	Healthgov	MedlinePlus	NAP	OA	Dataverse	Dryad	Figshare	Mendeley_Data	OSF	Vivili	Zenodo	DigitalHub
	NA	NA	WOS:000244482200275			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Gross, MD; Kailash, P; Carr, J; Steffes, M; Jacobs, DR"	The association of soluble ICAM and P-selectin and oxidative stress with coronary artery calcification in a population of young adults: The CARDIA study	2007	27-Feb		CIRCULATION	0009-7322		115	8	E269	E269				Journal is indexed in Scopus but abstracts are not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000244482200210			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Colangelo, L; Liu, KA; Daviglus, ML; Loria, C; Sidney, S"	Risk factors for hypertension in lean and overweight/obese individuals: The CARDIA study	2007	27-Feb		CIRCULATION	0009-7322		115	8	E255	E255				Journal is indexed in Scopus but abstracts are not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000244482200180			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Hankinson, AL; Liu, K; Jacobs, DR; Thyagarajan, B; Smith, LJ; Greenland, P; Sidney, S"	Longitudinal changes in cardiorespiratory fitness and pulmonary function over 20 years: The CARDIA study	2007	27-Feb		CIRCULATION	0009-7322		115	8	E249	E249				Journal is indexed in Scopus but abstracts are not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000244482200154			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Archer, SL; Daviglus, ML; Kiefe, CL; Colangelo, LA; Liu, K"	The association between attained educational level and changes in body mass index over 20 years: The coronary artery risk development in young adults (CARDIA) study	2007	27-Feb		CIRCULATION	0009-7322		115	8	E243	E243				Journal is indexed in Scopus but abstracts are not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000244482200141			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Durant, RW; Person, SD; Kiefe, CI; Lewis, CE; Schreiner, PJ; Williams, OD"	The impact of the obesity epidemic on Framingham risk score: Results from 20 years of the coronary artery risk development in young adults study	2007	27-Feb		CIRCULATION	0009-7322		115	8	E240	E241				Journal is indexed in Scopus but abstracts are not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000244482200139			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Kozak, AT; Daviglus, ML; Greenland, P; Chan, CL; Kiefe, CI; Jacobs, DR; Liu, K"	Relationship of body mass index in young adulthood and health-related quality of life (HRQoL) in later years: The coronary artery risk development in young adults (CARDIA) study	2007	27-Feb		CIRCULATION	0009-7322		115	8	E240	E240				Journal is indexed in Scopus but abstracts are not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000244482200055			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Daviglus, ML; Liu, K; Van Horn, L; Colangelo, L; Schreiner, PJ; Lewis, CE; Gross, M; Loria, C"	Healthy lifestyle in young adulthood and markers of inflammation in middle age: The coronary artery risk development in young adults (CARDIA) study	2007	27-Feb		CIRCULATION	0009-7322		115	8	E222	E222				Journal is indexed in Scopus but abstracts are not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000244482200033			Meeting Abstract		Meeting Abstract	Letter	MS (Abstract)	CORE	"Carr, JJ; Person, S; Sidney, S; Evans, G; Colangelo, L; Jacobs, D; Liu, KA; Lewis, CE; Schreiner, P; Loria, C; Wei, G; Hulley, S; Williams, OD"	Coronary artery calcified plaque in individuals 38 to 50 years old and cardiovascular risk factors measured 5 years earlier: The coronary artery risk development in young adults (CARDIA) study	2007	27-Feb		CIRCULATION	0009-7322		115	8	E217	E217				Journal is indexed in Scopus but abstracts are not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000244482200027			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Loria, C; Liu, K; Colangelo, L; Lloyd-Jones, D; Daviglus, M; Savage, P; Lewis, CE"	Initial body mass index in young adults predicts 20-year risk of incident diabetes: The coronary artery risk development in young adults (CARDIA) study	2007	27-Feb		CIRCULATION	0009-7322		115	8	E215	E216				Journal is indexed in Scopus but abstracts are not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000244482200024			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Liu, K; Loria, C; Daviglus, M; Colangelo, L; Carnethon, M; Savage, P"	Metabolic syndrome (MetS) in young adulthood and incident diabetes in middle age: The coronary artery risk development in young adults (CARDIA) study	2007	27-Feb		CIRCULATION	0009-7322		115	8	E215	E215				Journal is indexed in Scopus but abstracts are not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000241792805452			Meeting Abstract		Meeting Abstract		MS Cannot Find	CORE	"Gidding, SS; Colangelo, L; Lewis, CE; Loria, C; Liu, K"	Relationship of BMI to change in smoking status: the CARDIA study	2006	31-Oct		CIRCULATION	0009-7322		114	18	855	855					Journal indexed in Scopus but abstracts are not. 				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000241506400010			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Pletcher, MJ; Segal, M; Xiao, Y; Tice, JA; Hulley, SB; Adam, BL"	Lack of a serum proteomic pattern associated with coronary calcification in young adults; The CARDIA study	2006	OCT		MOLECULAR & CELLULAR PROTEOMICS	1535-9476		5	10	S4	S4	S		27	Journal indexed in Scopus but this abstract is not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1093/aje/163.suppl_11.S4-b	NA	NA	WOS:000238132900016			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Widome, R; Jacobs, DR; Hozawa, A; Schreiner, PJ; Iribarren, C; Gross, M"	Passive smoke exposure and carotenoid levels in the cardia study.	2006	1-Jun		AMERICAN JOURNAL OF EPIDEMIOLOGY	0002-9262		163	11	S4	S4	S				WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000235620100393			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Halanych, JH; Safford, MM; Lewis, CE; Kiefe, CI"	The association between socioeconomic position and perceived racial discrimination: The CARDIA study	2006	28-Feb		CIRCULATION	0009-7322		113	8	E380	E380			P342	Journal is indexed in Scopus but abstracts are not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000235620100368			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Gao, SJ; Harnack, L; Jacobs, D; Pereira, M; Brand-Miller, J; Steffen, L; Slavin, J; Ludwig, D"	Associations of glycemic index (GI) and glycemic load (GL) with nutrient and food intake in young adults: The CARDIA study	2006	28-Feb		CIRCULATION	0009-7322		113	8	E375	E375			P317	Journal is indexed in Scopus but abstracts are not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000235620100337			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Lynch, EB; Liu, K; Spring, B; Wei, GS; Greenland, P"	The influence of body-size discrepancy on weight change: The CARDIA study	2006	28-Feb		CIRCULATION	0009-7322		113	8	E368	E368			P284	Journal is indexed in Scopus but abstracts are not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000235620100270			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Lee, CD; Jacobs, DR; Schreiner, PJ; Schmitz, KH; Iribarren, C; Sidney, S"	Abdominal obesity and coronary artery calcification in young adults: The CARDIA Study	2006	28-Feb		CIRCULATION	0009-7322		113	8	E354	E354			P214	Journal is indexed in Scopus but abstracts are not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000235620100166			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Gross, MD; Jacobs, DR; Lewis, CE; Lewis, L; Hayes, J; Steffes, M"	The association of plasma F2-isoprostane concentrations with coronary heart disease risk factors in a biracial population of young healthy adults: The CARDIA Study	2006	28-Feb		CIRCULATION	0009-7322		113	8	E332	E332			P105	Journal is indexed in Scopus but abstracts are not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000235620100134			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Enquobahrie, DA; Reiner, A; Carlson, C; Nickerson, D; Irribaren, C; Boerwinkle, E; Gross, M; Schwartz, S; Williams, M; Siscovick, D"	Interleukin-1 beta genetic variation and plasma C-reactive protein levels in young adults: The CARDIA study	2006	28-Feb		CIRCULATION	0009-7322		113	8	E325	E326			P72	Journal is indexed in Scopus but abstracts are not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000235620100125			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Johnson, CO; Carlson, CS; Reiner, AP; Rice, K; Schwartz, S; Lewis, CE; Williams, OD; Nickerson, DA; Siscovick, DS"	Genetic variation in the TNF superfamily and insulin resistance in young adults: The CARDIA study	2006	28-Feb		CIRCULATION	0009-7322		113	8	E323	E324			P63	Journal is indexed in Scopus but abstracts are not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000235620100118			Meeting Abstract		Meeting Abstract		AS (Abstract)	CORE	"Bis, JC; Iribarren, C; Reiner, AP; Siscovick, DS; Seeman, TE; Risch, NJ; Rice, KM; Lumley, T; Carlson, CS; Nickerson, DA"	Interleukin-6 genetic variation and interleukin-6 levels in a young-adult cohort: The CARDIA study	2006	28-Feb		CIRCULATION	0009-7322		113	8	E322	E322			P56		Journal indexed in Scopus but abstracts are not. 				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000235620100117			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Bis, JC; Iribarren, C; Reiner, AP; Siscovick, DS; Risch, NJ; Rice, KM; Lumley, T; Carlson, CS; Nickerson, DA"	Interleukin-6 genetic variation and C-reactive protein levels in a young adult cohort: The CARDIA study	2006	28-Feb		CIRCULATION	0009-7322		113	8	E321	E322			P55	Journal is indexed in Scopus but abstracts are not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000235620100103			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Schreiner, PJ; Fornage, M; Boerwinkle, E; Daviglus, M; Siscovick, D; Loria, C"	Fatty acid binding protein 2 polymorphism and dietary fat intake affect lipid levels: The CARDIA study	2006	28-Feb		CIRCULATION	0009-7322		113	8	E319	E319			P41	Journal is indexed in Scopus but abstracts are not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000232956406204			Meeting Abstract		Meeting Abstract		MS Cannot Find	CORE	"Lakoski, SG; Herrington, DM; Siscovick, DM; Hulley, SB"	C-reactive protein and incident hypertension in young adults: The CARDIA study	2005	25-Oct		CIRCULATION	0009-7322		112	17	U898	U898	S		3807		Journal indexed in Scopus but abstracts are not. 				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000228906101454			Meeting Abstract		Meeting Abstract		MS Cannot Find	CORE	"Lauderdale, D; Knutson, KL; Rathouz, P; Yan, L; Liu, K"	Stability of the Pittsburgh sleep quality index and the epworth sleepiness questionnaires over one year in early middle-aged adults: The cardia study	2005			SLEEP			28		A320	A321	S			journal indexed in Scopus but abstract is not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000228906101453			Meeting Abstract		Meeting Abstract		MS Cannot Find	CORE	"Knutson, KL; Rathouz, P; Yan, L; Liu, K; Lauderdale, D"	Short-term and long-term variation in sleep characteristics in a population-based study of early middle-aged adults: The cardia study	2005			SLEEP			28		A320	A320	S			journal indexed in Scopus but abstract is not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000228831001138			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Kertesz, SG; Pletcher, M; Person, S; Halanych, JH; Kiefe, C"	Moderate alcohol use and health-related quality of life 13 years later: A cloud for that silver lining (the Cardia Study).	2005	APR		JOURNAL OF GENERAL INTERNAL MEDICINE	0884-8734		20		178	178	1				WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000228831001137			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Kertesz, SG; Pletcher, M; Person, S; Halanych, J; Taylor, S; Kiefe, CI"	Long-term outcomes among healthy young adults who use illicit drugs he cardia study).	2005	APR		JOURNAL OF GENERAL INTERNAL MEDICINE	0884-8734		20		177	177	1				WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000228831001117			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Pletcher, MJ; Kertesz, SG; Sidney, S; Kiefe, CI; Hulley, SB"	Antecedents of prescription opiate abuse in the cardia study.	2005	APR		JOURNAL OF GENERAL INTERNAL MEDICINE	0884-8734		20		171	171	1				WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000228831000128			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Halanych, JH; Bian, J; Kertesz, SG; Pletcher, MJ; Safford, MM; Lewis, CE; Kiefe, CI"	Alcohol consumption and incident hypertension over 15 years in African and European Americans: The Cardia Study	2005	APR		JOURNAL OF GENERAL INTERNAL MEDICINE	0884-8734		20		60	61	1				WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000228280900309			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Whitt-Glover, M; LaMonte, MJ; Pereira, MA; Jacobs, DR; Carnethon, MR; Williams, OD; Sidney, S"	Associations between physical activity and C-reactive protein in black and white young adults: The Coronary Artery Risk Development in Young Adults (CARDIA) study	2005	12-Apr		CIRCULATION	0009-7322		111	14	E242	E242			P285	Journal is indexed in Scopus but abstracts are not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000228280900294			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Rodondi, N; Pletcher, MJ; Liu, K; Hulley, SB; Sidney, S"	"Marijuana use over 15 years, diet, body mass index and cardiovascular risk factors: The CARDIA Study"	2005	12-Apr		CIRCULATION	0009-7322		111	14	E239	E239			P270	Journal is indexed in Scopus but abstracts are not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000228280900153			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Lynch, EB; Liu, K; Kiefe, C"	Knowledge of cardiovascular risk factors does not influence long-term cardiovascular risk: The CARDIA study	2005	12-Apr		CIRCULATION	0009-7322		111	14	E211	E211			P127	Journal is indexed in Scopus but abstracts are not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000228280900087			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Kizilbash, MA; Carnethon, M; Chan, CL; Jacobs, D; Liu, K; Sidney, S"	Temporal relationship between the autonomic nervous system and metabolic syndrome: Coronary Artery Risk Development in Young Adults study	2005	12-Apr		CIRCULATION	0009-7322		111	14	E197	E198			P61	Journal is indexed in Scopus but abstracts are not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000228280900082			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"He, K; Liu, K; Daviglus, ML; Morris, SJ; Van Horn, L; Jacobs, DR; Greenland, P"	Dietary magnesium intake and coronary artery calcium among young adults: The Cardia Study	2005	12-Apr		CIRCULATION	0009-7322		111	14	E196	E197			P56	Journal is indexed in Scopus but abstracts are not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000228280900028			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Gunderson, EP; Lewis, CE; Quesenberry, CP; Sidney, S"	Three-year changes in components of the metabolic syndrome associated with lactation: The CARDIA study	2005	12-Apr		CIRCULATION	0009-7322		111	14	E185	E185			P2	Journal is indexed in Scopus but abstracts are not. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000227610903300			Meeting Abstract		Meeting Abstract		MS Cannot Find	CORE	"Duffey, KJ; Gordon-Larsen, P; Jacobs, D; Popkin, B"	"Increasing fast food, but not restaurant food, increases likelihood of high caloric tracking and increasing BMI: The CARDIA study"	2005	7-Mar		FASEB JOURNAL	0892-6638		19	5	A1465	A1465	S			Journal indexed in Scopus but not this abstract. 	WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000227399700062			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"McDade, TW; Kiefe, C; Liu, K"	"The interaction between skin color, income, and blood pressure among African Americans in the CARDIA study."	2005	MAR-APR		AMERICAN JOURNAL OF HUMAN BIOLOGY	1042-0533		17	2	257	258			54		WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000224783504401			Meeting Abstract		Meeting Abstract		MS Cannot Find	CORE	"Yan, LL; Liu, K; Matthews, KA; Daviglus, ML; Iribarren, C; Loria, C; Kanaya, A; Carnethon, MR; Kiefe, CI"	Time urgency/impatience and development of metabolic syndrome: The CARDIA study	2004	26-Oct		CIRCULATION	0009-7322		110	17	831	831	S		3836		Journal indexed in Scopus but abstracts are not. 				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000224783504400			Meeting Abstract		Meeting Abstract		MS Cannot Find	CORE	"He, K; Liu, K; Daviglus, ML; Colangelo, LA; Archer, SL; Steffen, LM; Van Horn, L; Iribarren, C; Permanente, K; Siscovick, DS"	Fish consumption and incidence of metabolic syndrome: the CARDIA study	2004	26-Oct		CIRCULATION	0009-7322		110	17	831	831	S		3835		Journal indexed in Scopus but abstracts are not. 				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000224783504301			Meeting Abstract		Meeting Abstract		MS Cannot Find	CORE	"Iribarren, C; Husson, G; Permanente, K; Sydow, K; Wang, BY; Sidney, S; Permanente, K; Cooke, JP"	Association between asymmetric dimethyl arginine (ADMA) and coronary artery calcification among young adults: The CARDIA study	2004	26-Oct		CIRCULATION	0009-7322		110	17	808	809	S		3735		Journal indexed in Scopus but abstracts are not. 				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000224783504252			Meeting Abstract		Meeting Abstract		MS Cannot Find	CORE	"Daviglus, ML; Liu, K; He, K; Yan, LL; Klein, L; Schreiner, PJ; Lewis, CE; Siscovick, DS; Horn, LV"	Dietary calcium in young adulthood and subclinical coronary atherosclerosis in middle age: The CARDIA study	2004	26-Oct		CIRCULATION	0009-7322		110	17	797	797	S		3685		Journal indexed in Scopus but abstracts are not. 				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000224783504222			Meeting Abstract		Meeting Abstract		MS Cannot Find	CORE	"Gidding, SS; McMahan, CA; McGill, HC; Colangelo, L; Schreiner, PJ; Williams, D; Liu, K"	PDAY risk score predicts coronary artery calcium in young adults: The CARDIA study	2004	26-Oct		CIRCULATION	0009-7322		110	17	790	790	S		3655		Journal indexed in Scopus but abstracts are not. 				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000221125800810			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Britt, BK; Kiefe, CI; Person, S; Matthews, KA; Whooley, MA; Lewis, CE"	The association of depressive symptoms with C-reactive protein: The CARDIA Study.	2004	APR		JOURNAL OF GENERAL INTERNAL MEDICINE	0884-8734		19		215	215	1				WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000221125800792			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Houston, TK; Person, S; Pletcher, M; Liu, K; Iribarren, C; Kiefe, CI"	Smoking and the incidence of glucose intolerance in young adults: The CARDIA Study.	2004	APR		JOURNAL OF GENERAL INTERNAL MEDICINE	0884-8734		19		211	211	1				WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000221125800510			Meeting Abstract		Meeting Abstract		MS (Abstract)	CORE	"Palonen, KP; Lewis, CE; Sidney, S; Hulley, SB; Kiefe, CI"	Does parity influence bone density? Results from the CARDIA study	2004	APR		JOURNAL OF GENERAL INTERNAL MEDICINE	0884-8734		19		145	145	1				WOS Meeting Abstract				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	NA	NA	WOS:000209846304045			Meeting Abstract		Meeting Abstract	Meeting Abstract	MS (Abstract)	CORE	"Nwabuo, CC; Mewton, N; Opdahl, A; Moreira, HT; Ogunyankin, K; Ambale-Venkatesh, B; Schreiner, PJ; Inoue, Y; Ohyama, Y; Jacobs, D; Lloyd-Jones, D; Lewis, B; Gidding, S; Lima, J"	Left Ventricular Global Function Index (A Novel Marker of Cardiac Performance) Predicts Incident Cardiovascular Events: The Coronary Artery Risk Development in Young Adults (CARDIA) Study	2015	10-Nov		CIRCULATION	0009-7322		132				3		16614	Journal is indexed in Scopus but abstracts are not. 	Embase Journal Article				0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.2337/db12-2323-2568	NA	NA	WOS:000209842905190			Meeting Abstract		Meeting Abstract	Meeting Abstract	MS (Abstract)	CORE	"Bennett, WL; Liu, SH; Yeh, HC; Nicholson, WK; Gunderson, EP; Lewis, CE; Clark, JM"	Association of gestational diabetes mellitus with weight and preventive health behaviors after pregnancy: The CARDIA study	2012			 Diabetes			61		 A639					Journal indexed in Scpous with some conference proceedings but this abstract is not. 	Embase Journal Article				0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.2337/db12-1329-1552	NA	NA	WOS:000209842903204			Meeting Abstract		Meeting Abstract	Meeting Abstract	MS (Abstract)	CORE	"Vassy, JL; Durant, NH; Kabagambe, EK; Carnethon, MR; Rasmussen-Torvik, LJ; Fornage, M; Lewis, CE; Siscovick, DS; Meigs, JB"	Genotype predicts type 2 diabetes from young adulthood in a biracial population	2012			 Diabetes			61		 A400						Embase Journal Article				0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.2337/db12-1329-1552	NA	NA	WOS:000209842903095			Meeting Abstract		Meeting Abstract	Meeting Abstract	MS (Abstract)	CORE	"Dreyfus, J; Jacobs, DR; Schreiner, PJ; Carnethon, MR; Demerath, EW"	Age at Menarche is Associated With Metabolic Syndrome in the CARDIA Study	2012	1-Jun		DIABETES	0012-1797		61		A371	A371			1427-P	Journal indexed in Scpous with some conference proceedings but this abstract is not. 					0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.2337/db12-1329-1552	NA	NA	WOS:000209842903034			Meeting Abstract		Meeting Abstract	Meeting Abstract	MS (Abstract)	CORE	"Odegaard, A; Jacobs, D; Steffen, L; Van Horn, L; Ludwig, D; Pereira, M"	Risk of incident type 2 diabetes according to breakfast habits	2012			 Diabetes			61		 A354						Embase Journal Article				0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
